#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	flowmeter
#open	2023-06-07-10-35-17
#fields	uid	flow_duration	fwd_pkts_tot	bwd_pkts_tot	fwd_data_pkts_tot	bwd_data_pkts_tot	fwd_pkts_per_sec	bwd_pkts_per_sec	flow_pkts_per_sec	down_up_ratio	fwd_header_size_tot	fwd_header_size_min	fwd_header_size_max	bwd_header_size_tot	bwd_header_size_min	bwd_header_size_max	flow_FIN_flag_count	flow_SYN_flag_count	flow_RST_flag_count	fwd_PSH_flag_count	bwd_PSH_flag_count	flow_ACK_flag_count	fwd_URG_flag_count	bwd_URG_flag_count	flow_CWR_flag_count	flow_ECE_flag_count	fwd_pkts_payload.min	fwd_pkts_payload.max	fwd_pkts_payload.tot	fwd_pkts_payload.avg	fwd_pkts_payload.std	bwd_pkts_payload.min	bwd_pkts_payload.max	bwd_pkts_payload.tot	bwd_pkts_payload.avg	bwd_pkts_payload.std	flow_pkts_payload.min	flow_pkts_payload.max	flow_pkts_payload.tot	flow_pkts_payload.avg	flow_pkts_payload.std	fwd_iat.min	fwd_iat.max	fwd_iat.tot	fwd_iat.avg	fwd_iat.std	bwd_iat.min	bwd_iat.max	bwd_iat.tot	bwd_iat.avg	bwd_iat.std	flow_iat.min	flow_iat.max	flow_iat.tot	flow_iat.avg	flow_iat.std	payload_bytes_per_second	fwd_subflow_pkts	bwd_subflow_pkts	fwd_subflow_bytes	bwd_subflow_bytes	fwd_bulk_bytes	bwd_bulk_bytes	fwd_bulk_packets	bwd_bulk_packets	fwd_bulk_rate	bwd_bulk_rate	active.min	active.max	active.tot	active.avg	active.std	idle.min	idle.max	idle.tot	idle.avg	idle.std	fwd_init_window_size	bwd_init_window_size	fwd_last_window_size	bwd_last_window_size
#types	string	interval	count	count	count	count	double	double	double	double	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	double	count	count	count	count
CxF1oy31QZiEeV1vWl	5.067458	13	0	13	0	2.565389	0.0	2.565389	0.0	104	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	86.0	262.0	2007.0	154.384615	57.771877	0.0	0.0	0.0	0.0	0.0	86.0	262.0	2007.0	154.384615	57.771877	9442.090988	1171007.156372	5067457.914352	422288.159529	388447.72303	0.0	0.0	0.0	0.0	0.0	9442.090988	1171007.156372	5067457.914352	422288.159529	388447.72303	396.05657	6.5	0.0	1003.5	0.0	1591.0	0.0	10.0	0.0	548.633211	0.0	5067457.914352	5067457.914352	5067457.914352	5067457.914352	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0
C7bOZZHhMV3uIf00b	0.000000	1	0	1	0	0.0	0.0	0.0	0.0	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	45.0	45.0	45.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	45.0	45.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0
C1mI2S3d4bLq4Smazg	0.000000	1	0	1	0	0.0	0.0	0.0	0.0	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	45.0	45.0	45.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	45.0	45.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0
CEjAyt2YTyvSFESsF3	0.006133	2	2	2	2	326.100451	326.100451	652.200902	1.0	16	8	8	16	8	8	0	0	0	0	0	0	0	0	0	0	39.0	39.0	78.0	39.0	0.0	94.0	493.0	587.0	293.5	282.135606	39.0	493.0	665.0	166.25	219.370881	157.117844	157.117844	157.117844	157.117844	0.0	6.914139	6.914139	6.914139	6.914139	0.0	6.914139	5969.047546	6133.079529	2044.359843	3399.70888	108428.399938	2.0	2.0	78.0	587.0	0.0	0.0	0.0	0.0	0.0	0.0	6133.079529	6133.079529	6133.079529	6133.079529	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0
CYmRJb3ApGPi13awr2	0.024666	2	0	2	0	81.083039	0.0	81.083039	0.0	16	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	351.0	363.0	714.0	357.0	8.485281	0.0	0.0	0.0	0.0	0.0	351.0	363.0	714.0	357.0	8.485281	24666.070938	24666.070938	24666.070938	24666.070938	0.0	0.0	0.0	0.0	0.0	0.0	24666.070938	24666.070938	24666.070938	24666.070938	0.0	28946.645041	2.0	0.0	714.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24666.070938	24666.070938	24666.070938	24666.070938	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0
C9pbgU3bAdw1UP1aU7	0.000000	1	0	1	0	0.0	0.0	0.0	0.0	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	48.0	48.0	48.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	48.0	48.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0
CNVzK33GknKA9syxvh	0.004572	2	2	2	2	437.453484	437.453484	874.906967	1.0	16	8	8	16	8	8	0	0	0	0	0	0	0	0	0	0	39.0	39.0	78.0	39.0	0.0	94.0	493.0	587.0	293.5	282.135606	39.0	493.0	665.0	166.25	219.370881	196.933746	196.933746	196.933746	196.933746	0.0	302.07634	302.07634	302.07634	302.07634	0.0	196.933746	4072.904587	4571.914673	1523.971558	2208.066673	145453.283271	2.0	2.0	78.0	587.0	0.0	0.0	0.0	0.0	0.0	0.0	4571.914673	4571.914673	4571.914673	4571.914673	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0
CWnXSP26RFwsZTFj2f	0.000000	1	0	1	0	0.0	0.0	0.0	0.0	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	167.0	167.0	167.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	167.0	167.0	167.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0
C10IE54aUTlctEYt1c	0.000000	1	0	1	0	0.0	0.0	0.0	0.0	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	125.0	125.0	125.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	125.0	125.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0
CilUgo3Cs7L9if5DX2	0.015811	2	2	2	2	126.494481	126.494481	252.988962	1.0	16	8	8	16	8	8	0	0	0	0	0	0	0	0	0	0	39.0	39.0	78.0	39.0	0.0	445.0	493.0	938.0	469.0	33.941125	39.0	493.0	1016.0	254.0	249.032796	183.820724	183.820724	183.820724	183.820724	0.0	1815.080643	1815.080643	1815.080643	1815.080643	0.0	183.820724	13812.065125	15810.966492	5270.322164	7442.196036	64259.196333	2.0	2.0	78.0	938.0	0.0	0.0	0.0	0.0	0.0	0.0	15810.966492	15810.966492	15810.966492	15810.966492	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0
